0	72.21	49.84	1800
1	69.99	46.86	1482
2	73.22	44.88	1162
3	78.01	42.31	940
4	82.34	38.65	817
5	83.72	34.59	757
6	84.69	30.31	708
7	84.88	28.05	683
8	84.05	26.66	668
9	82.98	24.62	654
10	81.61	23.52	646
11	80.57	21.72	637
12	79.77	21.42	631
13	77.77	19.99	631
14	76.61	19.16	626
15	74.77	19.24	627
16	74.04	17.65	619
17	73.06	17.18	615
18	72.07	16.79	612

	
