1	746	156	590
2	710	111	599
3	1545	153	1392
4	231	106	125
5	156	113	43
6	124	84	40
7	197	70	127	
8	141	108	65
9	105	76	17
10	121	88	48
11	122	73	12
12	139	110	61
13	114	78	17
14	156	97	65
15	127	91	36
16	161	118	75
17	117	86	30
18	138	87	51
19	137	117	20
20	218	195	23
21	105	72	33
22	189	115	74
23	110	87	23
24	109	99	10
25	181	105	76
26	163	101	62
27	142	81	61
28	189	106	83
29	119	93	26
30	113	79	34
31	120	84	36

