1	700	118	582
2	683	67	616
3	1357	77	1280
4	241	112	129
5	184	128	56
6	181	134	47
7	205	71	134	
8	163	123	40
9	137	105	32
10	154	92	62
11	152	95	57
12	181	134	47
13	156	112	44
14	175	105	70
15	147	99	48
16	166	109	57
17	144	94	50
18	147	88	59
19	169	125	44
20	171	104	67
21	141	99	42
22	186	105	81
23	148	121	27
24	131	112	19
25	168	77	91
26	188	121	67
27	172	95	77
28	203	110	93
29	144	106	38
30	138	92	46

