0	5.75	2.121
2	4.338	1.695
4	4.014	2.028
6	3.432	1.897
8	3.358	1.88
10	3.074	1.544	
12	3.03	1.507
14	2.864	1.39
16	2.794	1.336
18	2.749	1.295
20	2.669	1.242
22	2.623	1.251
24	2.611	1.232
26	2.594	1.237
28	2.571	1.236
30	2.562	1.227
32	2.542	1.214
34	2.533	1.224
36	2.533	1.234
38	2.496	1.211
40	2.504	1.211

