30	32.54
32	35.50
34	38.08
36	41.95
38	44.38
40	45.21
42	48.37
44	48.28
46	49.54
48	48.98
50	50.52
52	50.00
54	50.60
56	51.34
57	52.16
58	51.69
59	51.68
60	51.30
61	50.09
62	50.44
63	50.16
64	50.62
65	49.82
66	49.36
67	50.98
68	50.23
69	51.13
70	50.77
71	50.07
72	50.93
73	50.98
74	51.18
75	51.78
76	51.46
77	51.18
78	50.78
79	50.46
80	50.22
81	49.97
82	49.68	
84	49.16
87	48.44
86	47.71
