0	9.03	12.7	34415
2	5.62	6.907	21389
4	4.862	6.024	9453
6	4.844	7.372	4780
8	4.88	8.812	2544
10	5.293	10.86	1290
12	7.559	15.85	550
14	11.33	20.89	267
16	18.99	26.53	138
18	22.34	27.89	100
20	29.75	29.54	68
22	31.07	29.23	61
24	37.02	28.59	48
26	39.77	27.33	43
28	40.27	26.83	41
30	40.64	26.35	39
32	42.69	24.73	36
34	45.18	22.84	33
36	45.53	22.02	32
38	46	20.9	31
40	49.82	16.04	28
	
